comment_id,source_url,author,content,posted_at,collected_at
cc31a5adad095ee7e2335e366399f27462a00966,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#aqa8] 混成魔法にハマってるんだが、味方による痕の上書きがかなり邪魔なんだよなあ。こう自分が付けた痕は2秒くらい上書きされないようになってくれんかいな。 2026-01-24 (土) 22:40:45 [ID:p-evnz-24c4-a0xz],2026-01-24T13:40:45+00:00,2026-01-27T07:52:53.526154+00:00
fd1c3e1f80b9885496509af6a84152ca02a933ef,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#9pfp] インフレに置いてかれたとかではなく単純に鉄の目以上にやること変わんなくて飽きられたのが正解な気がする 2026-01-24 (土) 23:43:52 [ID:m-4dpz-3349-b9hn] [#a0d2] これはある。初期魔法変更が味変になるかと思いきや、初期つぶてが万能過ぎて変えなくていいや感すごいし、変えるにしても不可視特化とかだと特に立ち回り変わらないし 2026-01-25 (日) 00:05:31 [ID:m-6yqj-f61e-awm9],2026-01-24T14:43:52+00:00,2026-01-27T07:52:53.526154+00:00
c3bd09eab4e4c6dd58a45e21523da6c6bec3e2dc,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#a0d2] これはある。初期魔法変更が味変になるかと思いきや、初期つぶてが万能過ぎて変えなくていいや感すごいし、変えるにしても不可視特化とかだと特に立ち回り変わらないし 2026-01-25 (日) 00:05:31 [ID:m-6yqj-f61e-awm9],2026-01-24T15:05:31+00:00,2026-01-27T07:52:53.526154+00:00
2f61615fd2788ae471c485c74e1c38fa19fe96a6,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#aknw] 速剣とパリィ盾持ってインファイトしてる時が1番楽しい 2026-01-25 (日) 00:33:06 [ID:m-aw2g-6f28-cw9y],2026-01-24T15:33:06+00:00,2026-01-27T07:52:53.526154+00:00
97d12e9067012fff0d3607520b5c4ff01a2940e2,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#bdhu] 混成魔法だけで戦えるくらい強化してくれれば、ローグライク味が染み出すので是非頼むって感じ 3属性の縛りもあるし壊れてるくらいでちょうど良いと思うんだけどなあ 2026-01-25 (日) 02:31:15 [ID:m-b8fg-f61e-9mbk] [#1ofv] あんまり強くしすぎると属性痕集めの邪魔する奴地雷みたいなのが出てきそうで怖いからなんとも 2026-01-25 (日) 08:58:01 [ID:p-4r42-7575-8eya],2026-01-24T17:31:15+00:00,2026-01-27T07:52:53.526154+00:00
0327964a978ceafb036ed6ee7b7a5dac6899a780,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#1ofv] あんまり強くしすぎると属性痕集めの邪魔する奴地雷みたいなのが出てきそうで怖いからなんとも 2026-01-25 (日) 08:58:01 [ID:p-4r42-7575-8eya],2026-01-24T23:58:01+00:00,2026-01-27T07:52:53.526154+00:00
12fff40b29b00719fd3feb24ff6aee226fe9e565,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#cge4] 炎型の隠者の使用感どんな感じですか？ イメージとしては、初期武器を溶岩弾にしてカリゴやグノ目標でゲルミアの怒りを大当たりとしつつ、道中は鬼火や祈祷も絡めて戦うみたいな感じかなと。使った事ない魔術祈祷をガチャで当てる感じが楽しそうだと思ったのですが…… 使った事ない故に使用感(特に溶岩弾)が分かりません教えてください 1番いいのは属性強化なんでしょうけど、多分遺物無いです 2026-01-25 (日) 02:33:15 [ID:m-35cw-24c4-52xc] [#2af7] プールが弱い。魔術の炎枠がほぼ5%くらいなので基本ツモれない そうなると聖淫出しやすくして祈祷狙いするしかないわけなんだけどレア枠で発狂祈祷ひくか、比較的マシな巨人祈祷をツモるしかない なので外れがほぼない魔力運用ではなく、ガチャ当ててやっと水準にくるコンセプトがちょっと辛い あと地味にスキルの炎雷が嫌だし、聖魔を取れないのがきいてくる 2026-01-25 (日) 04:16:44 [ID:p-4ain-9fb8-8eya] [#dh7z] 拠点での性印入手だけじゃ何らかの炎祈祷すら心許ない感じですかね？道中は溶岩弾で繋いで 出やすいするなら復讐者にも出来るし、隠者での運用をもう少し練ってみたいです 溶岩弾以外で入手性の高い隠者でも使える火属性ってありますかね？あとは火1属性2にするとか？他にも下振れ対策何かあるでしょうか。 2026-01-25 (日) 04:44:20 [ID:m-35cw-24c4-52xc] [#ex4b] マジレスすると黒炎、巨人の火、竜炎、狂い火の4択 どれも特化が異なる上に後半2つは入手が絶望的だから消去法で黒炎が一番マシ 2026-01-25 (日) 09:53:31 [ID:p-eps9-f849-85ta] [#bvfv] 自前で祈祷ピックアップ持ってる復讐者が最近まで一弱扱いだった原因になるくらい、マジで攻撃祈祷は入手できない 竜餐→燃費最悪、入手性ダメ 黒炎→スリップダメは強いが攻撃力控えめ 三本指→レア武器ガチャで比較的ひけるが、それ以外ほぼ入手できない 巨チンの日→視界塞ぎや、近接など難が見える そんで復讐者使いがほぼ炎祈祷握ってないのが答となってる 2026-01-25 (日) 10:47:36 [ID:m-39wk-9fb8-bcq3] [#d9ag] カリゴ限定でなら黒炎特化マンやることが多いです。 試したことあるけど、溶岩弾メインでやるとなると、炎特化積んでも 正直あやしい・・。通常つぶてが優秀なので、つぶてメインで立ち回り、 拾った炎系祈祷か溶岩弾が取り回し効いてオススメな感じです。 巨人の火、ある程度特化した黒炎＋範囲系で高火力祈祷（狂い火・黒炎の儀式）なら 聖印でやすいつけても、カリゴには通用するレベルです。 なので、祈祷の炎メインならまあまあアリ？ 初期魔術を「溶岩」にする場合。 溶岩弾自体は悪くない。騎士系相手なら怯みがとれて良く、 溶岩だまりを利用してゲージ３蘇生に割と使えるかも。 ただ、初期魔術変更するほどではない感じで、 溶岩火力は、後半だと力不足感を感じました。夜王は多分キツい。 溶岩のみを特化する遺物がないので、 深層を属性攻撃メイン（属性2*3）で汎用でいくのが安パイ。 つまり汎用構成で立ち回るのが強い、というかそれしかない感じ。 （祈祷も、下ぶれたときの魔術系も強くなるため） 引く確率がそもそも低いけど、 ライカードの怨霊ひいたら割とアタリかも。（ゲルミア怒りは試したことないので分からない。） 総じて、炎のみで立ち回るのは使用感としてはあんまりかな..という感じ。ですが、 初期つぶて＋メイン火力を拾った炎祈祷＋混成（騎士対策で道中で溶岩弾）なら強いと思う。 2026-01-25 (日) 09:35:10 [ID:p-h49f-24c4-8eya] [#1jet] カリゴ・グノスター・リブラあたりは、魔力カット率が高い一方で、炎カット率が低い（両者の差は30〜40％ほどあり、かなり開きがある）。 結晶も弱体化されていて、最近は隠者であまり火力が出せないと感じていたので、初期杖＋溶岩弾持ち込みで深度5を何戦か試してみた。 グノスターとカリゴに関しては、戦技ビルドには及ばないものの、魔力よりは若干強い印象。 一方、道中では樹霊以外ほとんど使わない（そもそも当たらないし）、夜の王は動き回るので、溶岩だまりもあまり意味がない。 遺物については、属性攻撃や魔術強化を積んでおけば両方を活かせるので、その点は良いと思う。 あと個人的には、溶岩弾は黒炎よりもモーションが使いやすい気がする。 2026-01-25 (日) 11:24:52 [ID:p-b6xp-cdee-eass] [#9g5o] 黒炎は強グノスターで第三の虫パクに刺さる 溶岩弾はあまり動かないカリゴに刺さる リブラは…なんだろうね？魔術差し込んだ方がいい気もする 2026-01-25 (日) 13:49:16 [ID:m-77gn-9fb8-bcq3],2026-01-24T17:33:15+00:00,2026-01-27T07:52:53.526154+00:00
449fbd9e5fc56470259dd0f164354036d31e783c,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#2af7] プールが弱い。魔術の炎枠がほぼ5%くらいなので基本ツモれない そうなると聖淫出しやすくして祈祷狙いするしかないわけなんだけどレア枠で発狂祈祷ひくか、比較的マシな巨人祈祷をツモるしかない なので外れがほぼない魔力運用ではなく、ガチャ当ててやっと水準にくるコンセプトがちょっと辛い あと地味にスキルの炎雷が嫌だし、聖魔を取れないのがきいてくる 2026-01-25 (日) 04:16:44 [ID:p-4ain-9fb8-8eya] [#dh7z] 拠点での性印入手だけじゃ何らかの炎祈祷すら心許ない感じですかね？道中は溶岩弾で繋いで 出やすいするなら復讐者にも出来るし、隠者での運用をもう少し練ってみたいです 溶岩弾以外で入手性の高い隠者でも使える火属性ってありますかね？あとは火1属性2にするとか？他にも下振れ対策何かあるでしょうか。 2026-01-25 (日) 04:44:20 [ID:m-35cw-24c4-52xc] [#ex4b] マジレスすると黒炎、巨人の火、竜炎、狂い火の4択 どれも特化が異なる上に後半2つは入手が絶望的だから消去法で黒炎が一番マシ 2026-01-25 (日) 09:53:31 [ID:p-eps9-f849-85ta] [#bvfv] 自前で祈祷ピックアップ持ってる復讐者が最近まで一弱扱いだった原因になるくらい、マジで攻撃祈祷は入手できない 竜餐→燃費最悪、入手性ダメ 黒炎→スリップダメは強いが攻撃力控えめ 三本指→レア武器ガチャで比較的ひけるが、それ以外ほぼ入手できない 巨チンの日→視界塞ぎや、近接など難が見える そんで復讐者使いがほぼ炎祈祷握ってないのが答となってる 2026-01-25 (日) 10:47:36 [ID:m-39wk-9fb8-bcq3],2026-01-24T19:16:44+00:00,2026-01-27T07:52:53.526154+00:00
1b271b09a4031399d32009e84ff2a54e51011e0c,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#d9ag] カリゴ限定でなら黒炎特化マンやることが多いです。 試したことあるけど、溶岩弾メインでやるとなると、炎特化積んでも 正直あやしい・・。通常つぶてが優秀なので、つぶてメインで立ち回り、 拾った炎系祈祷か溶岩弾が取り回し効いてオススメな感じです。 巨人の火、ある程度特化した黒炎＋範囲系で高火力祈祷（狂い火・黒炎の儀式）なら 聖印でやすいつけても、カリゴには通用するレベルです。 なので、祈祷の炎メインならまあまあアリ？ 初期魔術を「溶岩」にする場合。 溶岩弾自体は悪くない。騎士系相手なら怯みがとれて良く、 溶岩だまりを利用してゲージ３蘇生に割と使えるかも。 ただ、初期魔術変更するほどではない感じで、 溶岩火力は、後半だと力不足感を感じました。夜王は多分キツい。 溶岩のみを特化する遺物がないので、 深層を属性攻撃メイン（属性2*3）で汎用でいくのが安パイ。 つまり汎用構成で立ち回るのが強い、というかそれしかない感じ。 （祈祷も、下ぶれたときの魔術系も強くなるため） 引く確率がそもそも低いけど、 ライカードの怨霊ひいたら割とアタリかも。（ゲルミア怒りは試したことないので分からない。） 総じて、炎のみで立ち回るのは使用感としてはあんまりかな..という感じ。ですが、 初期つぶて＋メイン火力を拾った炎祈祷＋混成（騎士対策で道中で溶岩弾）なら強いと思う。 2026-01-25 (日) 09:35:10 [ID:p-h49f-24c4-8eya],2026-01-25T00:35:10+00:00,2026-01-27T07:52:53.526154+00:00
9e658b0d7c3165310636b33623b34cff98a85b86,https://kamikouryaku.net/nightreign_eldenring/?%E9%9A%A0%E8%80%85,,[#1jet] カリゴ・グノスター・リブラあたりは、魔力カット率が高い一方で、炎カット率が低い（両者の差は30〜40％ほどあり、かなり開きがある）。 結晶も弱体化されていて、最近は隠者であまり火力が出せないと感じていたので、初期杖＋溶岩弾持ち込みで深度5を何戦か試してみた。 グノスターとカリゴに関しては、戦技ビルドには及ばないものの、魔力よりは若干強い印象。 一方、道中では樹霊以外ほとんど使わない（そもそも当たらないし）、夜の王は動き回るので、溶岩だまりもあまり意味がない。 遺物については、属性攻撃や魔術強化を積んでおけば両方を活かせるので、その点は良いと思う。 あと個人的には、溶岩弾は黒炎よりもモーションが使いやすい気がする。 2026-01-25 (日) 11:24:52 [ID:p-b6xp-cdee-eass] [#9g5o] 黒炎は強グノスターで第三の虫パクに刺さる 溶岩弾はあまり動かないカリゴに刺さる リブラは…なんだろうね？魔術差し込んだ方がいい気もする 2026-01-25 (日) 13:49:16 [ID:m-77gn-9fb8-bcq3],2026-01-25T02:24:52+00:00,2026-01-27T07:52:53.526154+00:00
